,ph,mMacid,mean,std
0,7.0,0.0,0.866437933754,0.109066460225
1,7.0,5.0,0.85505100825,0.0790902291955
2,7.0,10.0,0.927485670598,0.103634591292
3,7.0,20.0,0.851650435286,0.0715643748516
4,6.5,0.0,0.885518776688,0.113980833002
5,6.5,5.0,0.850569239615,0.0913074394931
6,6.5,10.0,0.877062543871,0.110969233861
7,6.5,20.0,0.87519972906,0.0852990483682
8,6.0,0.0,1.00423032718,0.117989220378
9,6.0,5.0,0.972495033547,0.0951956043217
10,6.0,10.0,1.11340221489,0.114778747281
11,6.0,20.0,1.13165507023,0.0900473039885
12,5.5,0.0,0.838422703341,0.108183728061
13,5.5,5.0,0.805866598181,0.0877919582008
14,5.5,10.0,0.950002249084,0.108983815079
15,5.5,20.0,0.794404844939,0.0831872413201
16,5.0,0.0,0.656078269129,0.0994971683855
17,5.0,5.0,0.554127302845,0.0891516250258
18,5.0,10.0,0.441136259162,0.113033910622
19,5.0,20.0,0.424779253452,0.0849639389726
